v1,v2,,,
NOT SPAM,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",,,
NOT SPAM,Horrible gal. Me in sch doing some stuff. How come u got mc?,,,
NOT SPAM,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",,,
NOT SPAM,"I call you later, don't have network. If urgnt, sms me.",,,
NOT SPAM,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
SPAM,Please CALL 08712402779 immediately as there is an urgent message waiting for you,,,
NOT SPAM,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,,,
NOT SPAM,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,,,
NOT SPAM,What your plan for pongal?,,,
NOT SPAM,Just wait till end of march when el nino gets himself. Oh.,,,
NOT SPAM,"Not yet chikku..going to room nw, i'm in bus..",,,
NOT SPAM,Am also doing in cbe only. But have to pay.,,,
NOT SPAM,Honey boo I'm missing u.,,,
NOT SPAM,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
NOT SPAM,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",,,
NOT SPAM,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",,,
SPAM,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",,,
NOT SPAM,Ok. No wahala. Just remember that a friend in need ...,,,
NOT SPAM,I will see in half an hour,,,
NOT SPAM,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",,,
NOT SPAM,\Hey sorry I didntgive ya a a bellearlier hunny,"just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\""""",,
NOT SPAM,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,,,
SPAM,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
NOT SPAM,"Tee hee. Off to lecture, cheery bye bye.",,,
NOT SPAM,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",,,
NOT SPAM,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,,,
NOT SPAM,Ok...,,,
SPAM,network operator. The service is free. For T & C's visit 80488.biz,,,
NOT SPAM,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,,,
NOT SPAM,Wot u up 2 u weirdo?,,,
NOT SPAM,Can do lor...,,,
NOT SPAM,Dont put your phone on silent mode ok,,,
NOT SPAM,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,,,
NOT SPAM,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,,,
NOT SPAM,Oh ho. Is this the first time u use these type of words,,,
NOT SPAM,Am I the only one who doesn't stalk profiles?,,,
NOT SPAM,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
NOT SPAM,Yes i thought so. Thanks.,,,
NOT SPAM,But if she.s drinkin i'm ok.,,,
NOT SPAM,"Just wondering, the others just took off",,,
NOT SPAM,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
NOT SPAM,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",,,
NOT SPAM,Happy new year to u too!,,,
NOT SPAM,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",,,
NOT SPAM,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,,,
NOT SPAM,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",,,
NOT SPAM,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,,,
NOT SPAM,Happy birthday... May all ur dreams come true...,,,
NOT SPAM,Aiyah u did ok already lar. E nydc at wheellock?,,,
NOT SPAM,TELL HER I SAID EAT SHIT.,,,
NOT SPAM,Sure! I am driving but will reach my destination soon.,,,
NOT SPAM,"K so am I, how much for an 8th? Fifty?",,,
NOT SPAM,Your daily text from me ‰ÛÒ a favour this time,,,
NOT SPAM,Great to hear you are settling well. So what's happenin wit ola?,,,
NOT SPAM,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,,,
NOT SPAM,I tot u reach liao. He said t-shirt.,,,
NOT SPAM,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
NOT SPAM,I cant pick the phone right now. Pls send a message,,,
NOT SPAM,Your right! I'll make the appointment right now.,,,
NOT SPAM,Designation is software developer and may be she get chennai:),,,
SPAM,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,,,
SPAM,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
NOT SPAM,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,,,
NOT SPAM,"Ok, be careful ! Don't text and drive !",,,
NOT SPAM,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,
NOT SPAM,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,,,
NOT SPAM,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,
NOT SPAM,How abt making some of the pics bigger?,,,
NOT SPAM,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,,,
NOT SPAM,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,
NOT SPAM,Why nothing. Ok anyway give me treat,,,
SPAM,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
NOT SPAM,Ok...,,,
NOT SPAM,Correct. So how was work today,,,
NOT SPAM,"Just sent again. Do you scream and moan in bed, princess?",,,
NOT SPAM,"I wake up long ago already... Dunno, what other thing?",,,
NOT SPAM,Oh just getting even with u.... u?,,,
NOT SPAM,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,,,
NOT SPAM,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,,,
NOT SPAM,Yeah jay's sort of a fucking retard,,,
NOT SPAM,"Sorry, was in the bathroom, sup",,,
SPAM,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,
NOT SPAM,My exam is for february 4. Wish you a great day.,,,
NOT SPAM,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
NOT SPAM,"Aight no rush, I'll ask jay",,,
NOT SPAM,Good Morning plz call me sir,,,
NOT SPAM,It's ok lar. U sleep early too... Nite...,,,
NOT SPAM,"Oh... Icic... K lor, den meet other day...",,,
NOT SPAM,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",,,
NOT SPAM,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",,,
NOT SPAM,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
NOT SPAM,Then she buying today? ÌÏ no need to c meh...,,,
NOT SPAM,Aight sorry I take ten years to shower. What's the plan?,,,
NOT SPAM,Every monday..nxt week vl be completing..,,,
NOT SPAM,Might ax well im there.,,,
NOT SPAM,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,,,
NOT SPAM,Yeah I'll try to scrounge something up,,,
NOT SPAM,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
NOT SPAM,Were somewhere on Fredericksburg,,,
NOT SPAM,Que pases un buen tiempo or something like that,,,
NOT SPAM,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
NOT SPAM,She doesnt need any test.,,,
NOT SPAM,"Nothing much, chillin at home. Any super bowl plan?",,,
SPAM,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
NOT SPAM,Bugis oso near wat... ,,,
NOT SPAM,Yo theres no class tmrw right?,,,
NOT SPAM,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
NOT SPAM,"Goodnight, sleep well da please take care pa. Please.",,,
NOT SPAM,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,
NOT SPAM,Convey my regards to him,,,
NOT SPAM,U ned to convince him tht its not possible witot hurting his feeling its the main,,,
NOT SPAM,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",,,
NOT SPAM,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,,,
NOT SPAM,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,
NOT SPAM,Yo dude guess who just got arrested the other day,,,
NOT SPAM,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,
NOT SPAM,What does the dance river do?,,,
NOT SPAM,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
NOT SPAM,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,,,
SPAM,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
NOT SPAM,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,
NOT SPAM,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_",,,
NOT SPAM,Alright. I'm out--have a good night!,,,
NOT SPAM,Did you try making another butt.,,,
NOT SPAM,Hope you are feeling great. Pls fill me in. Abiola,,,
NOT SPAM,I though we shd go out n have some fun so bar in town or something ‰ÛÒ sound ok?,,,
NOT SPAM,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
SPAM,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
SPAM,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,
NOT SPAM,We're finally ready fyi,,,
NOT SPAM,Auntie huai juan never pick up her phone,,,
SPAM,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
NOT SPAM,"Ya tel, wats ur problem..",,,
SPAM,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
NOT SPAM,i dnt wnt to tlk wid u,,,
NOT SPAM,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
NOT SPAM,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
NOT SPAM,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,,,
NOT SPAM,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
NOT SPAM,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
NOT SPAM,All e best 4 ur exam later.,,,
NOT SPAM,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,,,
NOT SPAM,Oh k.i think most of wi and nz players unsold.,,,
NOT SPAM,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
NOT SPAM,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
NOT SPAM,"Haha just kidding, papa needs drugs",,,
NOT SPAM,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",,,
NOT SPAM,Oh ok..,,,
NOT SPAM,R we still meeting 4 dinner tonight?,,,
NOT SPAM,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
NOT SPAM,Shall i start from hear.,,,
NOT SPAM,Then we wait 4 u lor... No need 2 feel bad lar...,,,
NOT SPAM,No did you check? I got his detailed message now,,,
NOT SPAM,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
NOT SPAM,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,
NOT SPAM,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
NOT SPAM,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
NOT SPAM,cool. We will have fun practicing making babies!,,,
NOT SPAM,Actually getting ready to leave the house.,,,
NOT SPAM,K..k..any special today?,,,
SPAM,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",,,
